filename,canSteering
1000.jpg,15.07324
1001.jpg,-12.689141
1002.jpg,-10.891479
1003.jpg,-13.14727
1004.jpg,-19.370924
1005.jpg,-18.885452
1006.jpg,-24.30248
1007.jpg,-29.825209
1008.jpg,-24.02622
1009.jpg,-25.524057
1010.jpg,-32.098106
1011.jpg,-28.573044
1012.jpg,-21.751106
1013.jpg,-20.615816
1014.jpg,-17.08644
1015.jpg,-21.135489
1016.jpg,-23.955954
1017.jpg,-20.175995
1018.jpg,-15.6637745
1019.jpg,-13.993499
1020.jpg,-22.524916
1021.jpg,-24.996147
1022.jpg,-16.65012
1023.jpg,-21.310354
1024.jpg,-22.833197
1025.jpg,-23.870972
1026.jpg,-21.00563
1027.jpg,-23.637806
1028.jpg,-26.626596
1029.jpg,-22.90283
1030.jpg,-21.874386
1031.jpg,-12.423505
1032.jpg,-15.529348
1033.jpg,-16.5239
1034.jpg,-17.981153
1035.jpg,-12.384551
1036.jpg,-9.083764
1037.jpg,-17.41799
1038.jpg,-18.267643
1039.jpg,-16.276068
1040.jpg,-16.861523
1041.jpg,-22.162674
1042.jpg,-19.718004
1043.jpg,-21.143637
1044.jpg,-20.41144
1045.jpg,-11.6871195
1046.jpg,-21.837534
1047.jpg,-22.408394
1048.jpg,-28.54727
1049.jpg,-1.1929599
1050.jpg,-1.988044
1051.jpg,-0.53680927
1052.jpg,-4.2421966
1053.jpg,-76.04967
1054.jpg,-6.6611557
1055.jpg,-0.4006615
1056.jpg,1.205039
1057.jpg,-0.5233117
1058.jpg,-5.9424987
1059.jpg,-4.053993
1060.jpg,-0.09543178
1061.jpg,2.0064988
1062.jpg,-4.957276
1063.jpg,-10.042441
1064.jpg,-9.769331
1065.jpg,-10.683098
1066.jpg,-4.7472067
1067.jpg,-11.264035
1068.jpg,-9.858398
1069.jpg,-5.8218117
1070.jpg,-4.563022
1071.jpg,-5.6882496
1072.jpg,-5.6790404
1073.jpg,-4.60814
1074.jpg,-3.6768074
1075.jpg,1.71065
1076.jpg,-3.5060658
1077.jpg,-6.7268476
1078.jpg,-5.106049
1079.jpg,5.6155286
1080.jpg,1.2459043
1081.jpg,-9.535508
1082.jpg,-11.200021
1083.jpg,-6.0941467
1084.jpg,-5.5946856
1085.jpg,-1.5436502
1086.jpg,5.5822463
1087.jpg,10.612429
1088.jpg,11.075617
1089.jpg,0.9261015
1090.jpg,-0.52002364
1091.jpg,-1.5158846
1092.jpg,-0.9919728
1093.jpg,-0.53809047
1094.jpg,3.3781836
1095.jpg,-2.2613492
1096.jpg,-9.1326475
1097.jpg,-8.938603
1098.jpg,-27.159994
1099.jpg,-46.351097
1100.jpg,-35.732845
1101.jpg,-38.74266
1102.jpg,-34.65296
1103.jpg,-31.902916
1104.jpg,-44.454754
1105.jpg,-53.441315
1106.jpg,-49.813442
1107.jpg,-67.30743
1108.jpg,-74.69034
1109.jpg,-81.682076
1110.jpg,-92.60799
1111.jpg,-70.76128
1112.jpg,-54.579132
1113.jpg,-63.63632
1114.jpg,-53.0898
1115.jpg,-68.62623
1116.jpg,-64.624
1117.jpg,-63.883617
1118.jpg,-62.691914
1119.jpg,-57.557632
1120.jpg,-65.18184
1121.jpg,-65.36049
1122.jpg,-63.84368
1123.jpg,-61.3855
1124.jpg,-69.92443
1125.jpg,-73.704056
1126.jpg,-65.8259
1127.jpg,-84.80316
1128.jpg,-82.239174
1129.jpg,-79.6941
1130.jpg,-81.638176
1131.jpg,-90.94764
1132.jpg,-92.171936
1133.jpg,-89.525
1134.jpg,-75.82297
1135.jpg,-75.306244
1136.jpg,-72.35252
1137.jpg,-78.34325
1138.jpg,-71.435646
1139.jpg,-67.3997
1140.jpg,-77.78224
1141.jpg,-75.76675
1142.jpg,-88.39744
1143.jpg,-95.6757
1144.jpg,-77.17233
1145.jpg,-63.407642
1146.jpg,-68.56119
1147.jpg,-70.60449
1148.jpg,-72.59834
1149.jpg,-72.15396
1150.jpg,-71.894165
1151.jpg,-75.59215
1152.jpg,-87.47324
1153.jpg,-80.59873
1154.jpg,-83.5019
1155.jpg,-66.665726
1156.jpg,-80.78111
1157.jpg,-71.351494
1158.jpg,-69.07458
1159.jpg,-65.95074
1160.jpg,-61.509346
1161.jpg,-67.2172
1162.jpg,-68.26237
1163.jpg,-64.84575
1164.jpg,-79.91072
